Symbol,Security Name,Tier,Price,Change %,Vol,Sec Type,Country,State
BPXXY,BPER BANCA SPA UNSP/ADR,Pink Limited,5.760000,,0,ADRs,Italy,
BPZZF,BOSTON PIZZA RTY INCM FD,Pink Current,12.499200,0.881400,728,Units,Canada,British Columbia
BQCVY,BANQUE CANTONALE U/ADR,Pink Limited,0.000000,,0,ADRs,Switzerland,
BQMCY,BANK OF AFRICA SP GDS,Pink Limited,0.000000,,0,ADRs,Morocco,
BQMGY,BANK OF AFRICA SP GDR,Pink Limited,0.000000,,0,ADRs,Morocco,
BQSSF,BOSS ENERGY LTD NEW,OTCQX International,1.950000,-0.763400,11207,Foreign Ordinary Shares,Australia,Western Australia
BRAGF,BAUER AG ORD,Pink Current,6.880000,,0,Foreign Ordinary Shares,,
BRAV,BRAVADA INTL LTD,Pink Limited,0.001000,,4,Common Stock,USA,California
BRAXF,BRAXIA SCIENTIFIC CORP,Pink Current,0.016000,7.382600,77460,Foreign Ordinary Shares,Canada,Ontario
BRBL,BREWBILT BREWING CO,Pink Current,0.000100,0.000000,5999994,Common Stock,USA,California
BRBMF,BIG ROCK BREWERY INC,Pink Current,1.470000,,0,Foreign Ordinary Shares,Canada,Alberta
BRBOF,BREMBO SPA CURNEO ORD,Pink Limited,14.740000,,0,Foreign Ordinary Shares,Italy,
BRBOY,BREMBO SPA UNSP ADR,Pink Limited,15.380000,,0,ADRs,Italy,
BRCGF,BRASCAN RESOURCES INC,Pink Current,0.021650,,0,Foreign Ordinary Shares,Canada,British Columbia
BRCHF,BRAINCHIP HLDGS LTD ORD,OTCQX International,0.228185,1.415600,32000,Foreign Ordinary Shares,Australia,New South Wales
BRCNF,BURON NUTRASCIENCE CORP,Pink Current,0.143500,-5.901600,16581,Foreign Ordinary Shares,Canada,British Columbia
BRCOF,BUSCANDO RES CORP,OTCQB,0.000000,,0,Foreign Ordinary Shares,Canada,British Columbia
BRCPF,BRASILAGRO CIA BRASILERA,Pink Current,4.071181,,0,Foreign Ordinary Shares,Brazil,
BRCTF,BIOARCTIC AB  AK B,Pink Limited,27.160000,,0,Foreign Ordinary Shares,Sweden,
BRDBF,BREDBAND2 I SKANDINAVIEN,Pink Limited,0.000000,,0,Common Stock,,
BRDCF,BRIDGESTONE CORP ORD,Pink Limited,39.750000,,0,Foreign Ordinary Shares,Japan,
BRDCY,BRIDGESTONE CORP UNSP/ADR,Pink Limited,20.280000,0.197600,28216,ADRs,Japan,
BRDLF,BROADLEAF CO LTD,Pink Limited,3.100000,,0,Common Stock,,
BREJY,MBANK SA UNSP/ADR,Pink Limited,4.420000,,0,ADRs,Poland,
BRENF,BROOKFIELD RENWBE PFD UTS,Pink Current,21.010600,,0,Preferred Stock,Canada,Ontario
BREUF,BRIDGEMARQ REAL ESTATE SV,Pink Current,11.210000,,50,Foreign Ordinary Shares,Canada,Ontario
BRFFF,BRF SA ORD,Pink Current,0.000000,,0,Foreign Ordinary Shares,Brazil,
BRFIF,BLACKROCK FRNTRS INVT TR,Pink Current,0.000000,,0,Foreign Ordinary Shares,United Kingdom,
BRGAY,BORREGAARD AS UNSP/ADR,Pink Limited,30.300000,,0,ADRs,,
BRGC,BRIGHTROCK GOLD CORP,Pink Current,0.389000,0.038600,103558,Common Stock,USA,Illinois
BRGO,BERGIO INTL INC,Pink Current,0.001400,-6.666700,88828,Common Stock,USA,New Jersey
BRIBF,BRII BIOSCIENCE LTD,Pink Current,0.445000,,599167,Foreign Ordinary Shares,,
BRIBY,BRII BIOSCIENCS LTD U/ADR,Pink Current,0.000000,,0,ADRs,,
BRIOF,MAGNA TERRA MINERALS INC,Pink Current,0.011800,,0,Foreign Ordinary Shares,Canada,Quebec
BRKCF,BARKSDALE RES CORP,OTCQX International,0.365000,-21.841500,202192,Foreign Ordinary Shares,Canada,British Columbia
BRKWF,BRICKWORKS LTD,Pink Current,15.910100,,0,Foreign Ordinary Shares,,
BRLAF,BRITISH LAND ORD,Pink Current,3.865000,,0,Foreign Ordinary Shares,United Kingdom,
BRLGF,DOMINION LENDING CTRS INC,Pink Current,1.950000,,0,Foreign Ordinary Shares,Canada,British Columbia
BRLL,BARREL ENERGY INC,Pink Current,0.021400,3.381600,655163,Common Stock,USA,Nevada
BRLXF,BORALEX INC A,Pink Current,27.210300,,13,Foreign Ordinary Shares,Canada,Quebec
BRMKW,BROADMARK REALTY CAP WTS,Pink Current,0.005100,,0,Warrants,USA,Washington
BRNE,BORNEO RESOURCE INVST,Pink Current,0.000700,,0,Common Stock,USA,Washington
BRNGF,BURU ENERGY LTD ORD,Pink Current,0.060000,,0,Foreign Ordinary Shares,Australia,
BRNHF,BRONCUS HLDG CORP,Pink Current,0.307000,,0,Foreign Ordinary Shares,,
BROXF,BROOKFIELD CORP  PFD A 37,Pink Current,14.500000,,0,Preferred Stock,Canada,Ontario
BRPHF,GALAXY DIGITAL HLDGS LTD,Pink Current,5.130000,3.012000,319925,Foreign Ordinary Shares,Canada,Ontario
BRRAF,BARLOWORLD LTD ORD,Pink Current,4.650000,,0,Foreign Ordinary Shares,South Africa,
BRRAY,BARLOWORLD LTD UNSP/ADR,Pink Current,4.870000,,2,ADRs,South Africa,
BRRDF,BORREGAARD ASA,Pink Limited,15.750000,,0,Foreign Ordinary Shares,Norway,
BRRE,BLUE RIDGE REAL ESTATE CO,Pink Current,10.140000,,0,Common Stock,USA,Pennsylvania
BRRLY,BARRY CALLE AG UNSP/ADR,Pink Limited,19.100000,,0,ADRs,,
BRSE,BROADSIDE ENTERPRISES INC,Pink Limited,0.060000,,0,Common Stock,USA,Puerto Rico
BRSF,BRAIN SCIENTIFIC INC,Pink Limited,1.400000,,12,Common Stock,USA,Florida
BRSGF,QUEENS RD CAP INVT LTD,Pink Current,0.470000,,0,Foreign Ordinary Shares,China,
BRSLF,BARSELE MINERALS CORP ORD,OTCQB,0.152655,,0,Foreign Ordinary Shares,Canada,British Columbia
BRST,BROAD STREET REALTY INC,OTCQX U.S.,0.650000,-35.000000,851,Common Stock,USA,Maryland
BRSYF,BRAINSWAY LTD ORD,Pink Current,0.897000,,0,Foreign Ordinary Shares,Israel,
BRTHF,BROTHER INDUS LTD ORD,Pink Limited,15.440000,,0,Foreign Ordinary Shares,Japan,
BRTHY,BROTHER INDUS UNSP/ADR,Pink Limited,27.710000,,63,ADRs,Japan,
BRUZF,CANADA CARBON INC ORD,Pink Current,0.029900,,0,Foreign Ordinary Shares,Canada,British Columbia
BRVDF,BRAVIDA HLDG AB,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
BRVFY,LASTMINUTE.COM UNSP/ADR,Pink Limited,0.000000,,0,ADRs,,
BRVMF,BRAVO MNG CORP,OTCQX International,3.070000,3.144700,200,Foreign Ordinary Shares,Brazil,
BRVO,BRAVO MULTINATIONAL INC,Pink Current,0.629900,28.551000,44100,Common Stock,USA,Virginia
BRVRF,BLUE RIVER RES LTD ORD,Pink Current,0.007000,,0,Foreign Ordinary Shares,Canada,British Columbia
BRVVF,QUANTUM BATTERY METALS CO,Pink Current,0.352000,,0,Foreign Ordinary Shares,Canada,British Columbia
BRWC,BIRDIE WIN CORP,Pink Current,1.530000,,0,Common Stock,Malaysia,
BRWXF,BRUNSWICK EXPL INC,OTCQB,0.550000,0.000000,111297,Foreign Ordinary Shares,Canada,Quebec
BRYAF,BERJAYA CORPORATION BHD,Pink Limited,0.103800,,0,Foreign Ordinary Shares,Malaysia,
BRYFF,BRI-CHEM CORP ORD,Pink Current,0.156000,,0,Foreign Ordinary Shares,Canada,Alberta
BRYGF,BAROYECA GOLD&SILVER INC,Pink Current,0.015000,,0,Foreign Ordinary Shares,Canada,British Columbia
BRYN,BRYN RESOURCES INC,Pink Current,0.007600,,0,Common Stock,Canada,Ontario
BRYYF,AMANI GOLD LTD ORD,Pink Current,0.000200,0.000000,12984929,Foreign Ordinary Shares,Australia,Western Australia
BRZL,SCEPTER HOLDINGS INC,Pink Current,0.001395,3.333300,12000,Common Stock,USA,Nevada
BRZV,BREEZER VENTURES INC,Pink Current,0.033000,,0,Common Stock,USA,Nevada
BSDGF,BOSIDENG INTL HLDGS LTD,Pink Current,0.456400,,0,Foreign Ordinary Shares,China,Hong Kong
BSDGY,BOSIDENG INTL HL UNSP/ADR,Pink Current,22.000000,,29,ADRs,China,Hong Kong
BSEAF,BRAEMAR SHIPPING SRVS ORD,Pink Current,2.480000,,0,Foreign Ordinary Shares,United Kingdom,
BSEFF,BENESSE HOLDINGS INC ORD,Pink Limited,20.250000,,0,Foreign Ordinary Shares,Japan,
BSEFY,BENESSE HLDGS UNSP/ADR,Pink Limited,13.050000,4.651200,253,ADRs,Japan,
BSEG,BIG SCREEN ENTMT GRP INC,Pink Current,0.029500,21.399200,25500,Common Stock,USA,California
BSEM,BIOSTEM TECHNOLOGIES NEW,Pink Current,1.210000,-36.979200,858,Common Stock,USA,Florida
BSENF,BASELODE ENERGY CORP,OTCQB,0.310000,5.514000,305443,Foreign Ordinary Shares,Canada,Ontario
BSFAF,BSF ENTERPRISE PLC,OTCQB,0.000000,,0,Foreign Ordinary Shares,United Kingdom,England
BSFFF,BASIC-FIT N V ORD,Pink Limited,41.544400,,19431,Foreign Ordinary Shares,,
BSFO,BANK OF SAN FRANCISCO,OTCQX U.S.,18.500000,1.648400,2232,Common Stock,USA,California
BSHI,BOSS HOLDINGS INC,Pink Limited,19.000000,,0,Common Stock,USA,Illinois
BSHPF,CHALLENGER ENERGY GROUP,Pink Current,0.001000,,0,Foreign Ordinary Shares,United Kingdom,
BSKNF,BASELLANDSCHAFTLICHE KANT,Pink Limited,0.000000,,0,Other Security Type,,
BSLAF,BASLER AG,Pink Limited,48.500000,,0,Foreign Ordinary Shares,,
BSMAF,BURSA MALAYSIA BHD ORD,Pink Limited,1.440000,,0,Foreign Ordinary Shares,,
BSNLF,BLUE STAR HELIUM LTD,OTCQB,0.012900,,0,Foreign Ordinary Shares,Australia,Western Australia
BSOCF,BASS OIL LTD,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
BSPA,BALLSTON SPA BNCRP INC,Pink Current,47.010000,-7.823500,1150,Common Stock,USA,New York
BSPDF,PT BUMI SERPONG DAMAI ORD,Pink Limited,0.113300,-0.439400,1250,Foreign Ordinary Shares,Indonesia,
BSPDY,PT BUMI SERPONG U/ADR,Pink Limited,13.510000,,0,ADRs,Indonesia,
BSPK,BESPOKE EXTRACTS INC,OTCQB,0.066300,1.221400,227,Common Stock,USA,Colorado
BSQKZ,BLOCK INC CDI,Pink Current,68.220000,,0,Other Security Type,USA,California
BSRTF,BSR REAL ESTATE INVT TR,Pink Current,12.990000,-0.536000,9182,Units,USA,Arkansas
BSRUF,BASE RESOURCES LTD ORD,Pink Current,0.120000,,0,Foreign Ordinary Shares,,
BSSMF,GREENWING RES LTD,Pink Current,0.200000,,0,Foreign Ordinary Shares,,
BSTG,BIOSTAGE INC NEW,OTCQB,3.990000,,7,Common Stock,USA,Massachusetts
BSTHY,BOUSTEAD HLDGS BERHAD ADR,Pink Limited,0.195000,,0,ADRs,Malaysia,
BSTK,BRITE-STRIKE TACTICAL INC,Pink Current,0.021000,,0,Common Stock,USA,Massachusetts
BSTO,BLUE STAR OPPTYS CORP,Pink Current,0.040990,,0,Common Stock,USA,Nevada
BSTT,BLACKSTONE RL EST CL1,Pink Current,0.115000,,0,Common Stock,USA,New York
BSWGF,BLACK SWAN GRAPHENE INC,OTCQB,0.128450,-1.192300,5985,Foreign Ordinary Shares,Canada,Ontario
BSXGF,BELO SUN MINING CORP ORD,OTCQX International,0.049540,0.303700,71750,Foreign Ordinary Shares,Canada,Ontario
BTAFF,BRITISH AMER TBCO LONDON,Pink Current,32.684000,-1.092400,8782,Foreign Ordinary Shares,United Kingdom,
BTBIF,BTB RL EST INVT TR TR NEW,Pink Current,2.420000,,580,Units,Canada,Quebec
BTCWF,BLUESKY DIGITAL ASSET CP,OTCQB,0.034400,0.291500,1091827,Foreign Ordinary Shares,Canada,Ontario
BTDG,B2DIGITAL INC,Pink Limited,0.000050,-50.000000,500000,Common Stock,USA,Florida
BTDPF,BARRATT DEVELOPMENT PLC,Pink Current,5.370000,,0,Foreign Ordinary Shares,United Kingdom,
BTDPY,BARRATT DEV PLC UNSP/ADR,Pink Current,10.430000,1.262100,4213,ADRs,United Kingdom,
BTEAF,BENETEAU SA,Pink Limited,16.220000,,0,Foreign Ordinary Shares,,
BTGGF,BITCOIN GROUP SE,Pink Limited,22.100000,,5,Foreign Ordinary Shares,Germany,
BTGHF,BIGTINCAN HLDGS LTD,Pink Current,0.326300,,0,Foreign Ordinary Shares,Australia,New South Wales
BTGOF,BT GROUP PLC GBP,Pink Current,1.575000,1.286200,1036,Foreign Ordinary Shares,United Kingdom,
BTGRF,BTS GRP HLDGS PUB CO,Pink Limited,0.320000,,0,Foreign Ordinary Shares,Thailand,
BTKRF,Q BATTERY METALS CORP,Pink Current,0.014900,-21.784800,40250,Foreign Ordinary Shares,Canada,British Columbia
BTLCY,BRITISH LAND CO S/ADR,Pink Current,3.820000,-0.261100,219036,ADRs,United Kingdom,
BTLLF,NORTH PEAK RESOURCES LTD,Pink Current,1.290000,-4.416100,4040,Foreign Ordinary Shares,Canada,Alberta
BTLWF,BTS GROUP PCL WTS 26,Pink Limited,0.000000,,0,Warrants,Thailand,
BTNY,BEITE ENERGY CORPORATION,Pink Limited,0.090000,,0,Common Stock,China,
BTOW,GTFN HLDGS INC,Pink Current,1.450000,-9.375000,350,Common Stock,USA,Nevada
BTQNF,BQE WATER INC,Pink Current,20.150000,,0,Foreign Ordinary Shares,Canada,British Columbia
BTQQF,BTQ TECHNOLOGIES CORP,OTCQX International,0.532500,-9.515700,60000,Foreign Ordinary Shares,Canada,British Columbia
BTRCF,BETTER COLLECTIVE A S,Pink Limited,13.497985,,0,Foreign Ordinary Shares,,
BTRMF,BATTERY MINERAL RESOURCES,OTCQB,0.115475,,0,Foreign Ordinary Shares,Canada,British Columbia
BTRYF,BATTERY MINERALS LTD,Pink Current,0.085000,6.250000,10031,Foreign Ordinary Shares,Australia,Western Australia
BTSDF,HEALTH & HAPPINESS ORD,Pink Current,1.300000,,0,Foreign Ordinary Shares,,
BTSGY,BTS GROUP HLDGS UNSP/ADR,Pink Limited,23.500000,,0,ADRs,Thailand,
BTSNY,BETSSON AB CL B ADR,Pink Limited,0.000000,,0,ADRs,Sweden,
BTSWF,BTS GROUP PCL WTS,Pink Limited,0.000000,,0,Warrants,Thailand,
BTTAY,BIOTEST AG UNSP/ADR,Pink Current,24.270000,,0,ADRs,,
BTTC,BITECH TECHNOLOGIES CORP,OTCQB,0.040000,10.497200,23654,Common Stock,USA,California
BTUMF,BTU METALS CORP,OTCQB,0.029500,,0,Foreign Ordinary Shares,Canada,British Columbia
BTURF,BATHURST RES LTD NEW,Pink Current,0.638800,,0,Foreign Ordinary Shares,New Zealand,
BTVCF,BRITVIC PLC ORD,OTCQX International Premier,10.514900,,1,Foreign Ordinary Shares,United Kingdom,England
BTVCY,BRITVIC PLC S/ADR,OTCQX International Premier,21.600000,-0.780900,1495,ADRs,United Kingdom,England
BTVRF,BLUERUSH INC,OTCQB,0.050000,,0,Foreign Ordinary Shares,Canada,Ontario
BTZI,BOTS INC,Pink Current,0.006000,3.448300,215833,Common Stock,USA,Puerto Rico
BUBSF,BUBS AUSTRALIA LTD,Pink Current,0.143560,,0,Foreign Ordinary Shares,,
BUDFF,ANHEUSER BUSCH INBEV ORD,Pink Limited,55.880000,1.030600,209492,Foreign Ordinary Shares,Belgium,
BUDZ,WEED INC,OTCQB,0.088500,-2.747300,27860,Common Stock,USA,Arizona
BUENF,BLUE ENERGY LTD,Pink Current,0.017900,-4.787200,270,Foreign Ordinary Shares,,
BUGDF,BUMRUNGRAD HOSPITAL NVDR,Pink Limited,6.190000,,0,Foreign Ordinary Shares,Thailand,
BUGLF,BLUEGLASS LTD ORD,Pink Current,0.010000,,0,Foreign Ordinary Shares,,
BUHPF,BUMRUNGOLD HOSPITAL PCL,Pink Limited,6.040000,,0,Foreign Ordinary Shares,Thailand,
BUHPY,BUMRUNGRAD HOSPITAL ADR,Pink Limited,59.678300,,0,ADRs,Thailand,
BUKS,BUTLER NATL CORP,OTCQB,0.749500,-0.199700,31446,Common Stock,USA,Kansas
BULT,BULLET BLOCKCHAIN INC,Pink Current,0.050000,16.333200,133355,Common Stock,USA,Nevada
BUMTF,BUMITAMA AGRI LTD,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
BUNNF,BWP TR,Pink Current,3.100000,,0,Units,Australia,Western Australia
BURBY,BURBERRY GROUP PLC S/ADR,Pink Current,26.265000,0.621800,6212,ADRs,United Kingdom,
BURCA,BURNHAM HLDGS INC A,Pink Current,12.800000,,1,Common Stock,USA,Pennsylvania
BURCB,BURNHAM HLDGS INC B,Pink Current,13.300000,,0,Common Stock,USA,Pennsylvania
BURCD,BASIN URANIUM CORP NEW,Pink Current,0.114000,,0,Foreign Ordinary Shares,Canada,British Columbia
BURCP,BURNHAM HLDGS INC 6 PFD,Pink Current,53.250000,,0,Preferred Stock,USA,Pennsylvania
BUTEF,BULTEN AB,Pink Limited,0.000000,,0,Foreign Ordinary Shares,Sweden,
BUUZ,CALETHOS INC,Pink Current,0.500000,,0,Common Stock,USA,California
BVAXF,BIOVAXYS TECHNOLOGY CORP,OTCQB,0.020000,-12.663800,27000,Foreign Ordinary Shares,Canada,British Columbia
BVERS,BEAVER COAL CO LTD SBI,Pink Limited,2800.000000,-0.885000,29,Fund,USA,Pennsylvania
BVFL,BV FINANCIAL INC,Pink Current,17.100000,-1.724100,400,Common Stock,USA,Maryland
BVHBB,BLUEGREEN VACATIONS CL B,OTCQX U.S.,30.250000,,0,Common Stock,USA,Florida
BVHMF,VISTRY GROUP PLC,Pink Current,7.750000,,0,Foreign Ordinary Shares,,
BVHMY,VISTRY GROUP PLC UNSP/ADR,Pink Current,0.000000,,0,ADRs,,
BVILF,BREVILLE GROUP LTD,Pink Current,13.050500,,0,Foreign Ordinary Shares,Australia,New South Wales
BVILY,BREVILLE GRP UNSP/ADR,Pink Current,28.870000,,0,ADRs,Australia,New South Wales
BVLDF,BOLD VENTURES INC,Pink Current,0.040000,,0,Foreign Ordinary Shares,Canada,Ontario
BVNKF,BAVARIAN NORDIC R/I ORD,Pink Limited,32.050000,,0,Foreign Ordinary Shares,Denmark,
BVNRY,BAVARIAN NORDIC R/I S/ADR,Pink Limited,8.930000,0.506500,2023,ADRs,Denmark,
BVRDF,BUREAU VERITAS REG INT,Pink Limited,25.230000,-2.436200,165,Foreign Ordinary Shares,France,
BVSFF,BRAVURA SOLUTIONS LTD,Pink Current,0.360000,,0,Foreign Ordinary Shares,Australia,New South Wales
BVTEF,ICONIC MINERALS LTD,OTCQB,0.082100,-4.534900,199550,Foreign Ordinary Shares,Canada,British Columbia
BVVBY,BUREAU VERITAS SA UNS/ADR,Pink Limited,51.270000,-0.465900,7944,ADRs,France,
BWAC,BETTER WORLD ACQUISITION,Pink Current,0.000000,,0,Common Stock,USA,New York
BWACU,BETTER WORLD ACQ CORP UTS,Pink Current,0.000000,,0,Units,USA,New York
BWACW,BETTER WORLD ACQ WTS,Pink Current,0.000000,,0,Warrants,USA,New York
BWAGF,BAWAG GROUP AG ORD,Pink Current,46.380000,,0,Foreign Ordinary Shares,Austria,
BWCGF,BLACKWOLF COPPER & GLD,Pink Current,0.230000,4.545500,10200,Foreign Ordinary Shares,Canada,British Columbia
BWEFF,BW ENERGY LTD,Pink Limited,2.620000,,0,Foreign Ordinary Shares,Norway,
BWEL,BOSWELL (J G) CO,Pink Limited,652.000000,0.617300,16,Common Stock,USA,California
BWERY,BW ENERGY ADR,Pink Limited,26.120000,,0,ADRs,Norway,
BWLKF,BOARDWALKTECH SOFTWARE CP,OTCQB,0.421000,-3.218400,22725,Foreign Ordinary Shares,USA,California
BWLLF,BW LPG LTD ORD,Pink Limited,9.700000,-0.614800,158,Foreign Ordinary Shares,Singapore,
BWLLY,BW LPG LTD U/ADR,Pink Limited,9.790000,,0,ADRs,Singapore,
BWLVF,BOWLEVEN PLC ORD,Pink Current,0.015000,,0,Foreign Ordinary Shares,United Kingdom,England
BWMG,BROWNIE'S MARINE GRP INC,OTCQB,0.017500,-1.685400,35432,Common Stock,USA,Florida
BWMTF,BLACKROCK WRLD MNG TR,Pink Current,8.090000,,0,Foreign Ordinary Shares,United Kingdom,
BWMY,BORROWMONEY.COM INC,Pink Current,0.011500,,0,Common Stock,USA,Florida
BWNAF,SI6 METALS LTD,Pink Current,0.002500,,0,Foreign Ordinary Shares,,
BWNGF,BAWANG INTL GRP HLDG LTD,Pink Current,0.000000,,0,Common Stock,,
BWOFY,BW OFFSHORE ADR,Pink Limited,4.840000,,0,ADRs,,
BWPC,BLUE WATER PETROLEUM CP,Pink Current,2.930000,,0,Common Stock,USA,Wyoming
BWTL,BOWLIN TRAVEL CENTERS INC,Pink Current,3.610000,,0,Common Stock,USA,New Mexico
BWTX,BAKKEN WATER TRANSFER SER,Pink Current,0.022000,,0,Common Stock,USA,North Dakota
BWVI,BLUE WATER VENTURES INC,Pink Current,0.096000,-4.095900,39202,Common Stock,USA,Florida
BWVTF,IPATH EXCHBUYWRITE INDEX,Pink Current,93.000000,,0,Structured Product,United Kingdom,
BWXXF,BWX LIMITED ORD,Pink Current,1.750000,,0,Foreign Ordinary Shares,Australia,Victoria
BXBLY,BRAMBLES LTD  SP/ADR,Pink Current,18.750000,-0.898500,25920,ADRs,Australia,New South Wales
BXDIF,BROOKFIELD CORP PREF A 13,Pink Current,9.960000,,0,Preferred Stock,Canada,Ontario
BXLC,BEXIL CORP,Pink Current,28.000000,,0,Common Stock,USA,New York
BXPHF,BOTANIX PHARMACEUTICALS,Pink Current,0.082500,,0,Common Stock,Australia,Western Australia
BXRBF,BENDIGO & ADELAIDE BL ORD,Pink Current,5.820000,,0,Foreign Ordinary Shares,Australia,Victoria
BXRDF,AUSTRALIAN SILICA QUARTZ,Pink Limited,0.041000,,0,Foreign Ordinary Shares,Australia,Western Australia
BXXRF,EXGEN RES INC,Pink Current,0.078600,,0,Foreign Ordinary Shares,Canada,Alberta
BYAGF,BANYAN GOLD CORP CL A ORD,OTCQB,0.265000,1.338400,153766,Foreign Ordinary Shares,Canada,British Columbia
BYCBF,BARRY CALLEBAUT AG,Pink Limited,1795.800000,,0,Foreign Ordinary Shares,,
BYCRF,BAYCURRENT CONSULTING INC,Pink Limited,40.255000,,0,Common Stock,,
BYDDF,BYD CO LTD H SHS,Pink Current,33.300000,0.015000,75204,Foreign Ordinary Shares,China,
BYDDY,BYD CO LTD UNSP/ADR,Pink Current,66.520000,0.075200,135075,ADRs,China,
BYDGF,BOYD GROUP SVCS INC,Pink Current,183.000000,,0,Foreign Ordinary Shares,Canada,Manitoba
BYDIF,BYD ELECTRONIC INTL CO,Pink Current,3.090000,,0,Foreign Ordinary Shares,China,Hong Kong
BYDIY,BYD ELECTRNC INT UNSP/ADR,Pink Current,160.580000,1.433900,200,ADRs,China,Hong Kong
BYDMF,BEYOND LITHIUM INC,OTCQB,0.275720,3.092200,45313,Foreign Ordinary Shares,Canada,Manitoba
BYFMF,SPROUT A I INC,Pink Current,0.021900,,0,Foreign Ordinary Shares,Panama,
BYHFF,BRYAH RES LTD,Pink Current,0.015000,,0,Foreign Ordinary Shares,,
BYITY,BYTES TECH GRP UNSP/ADR,Pink Current,0.000000,,0,ADRs,United Kingdom,
BYLB,BOYLE BNCRP (BOYLE KY),Pink Current,79.000000,,0,Common Stock,USA,Kentucky
BYLOF,BIG YELLOW GROUP PLC ORD,Pink Current,13.640000,,0,Foreign Ordinary Shares,United Kingdom,
BYLTF,BAYLIN TECHNOLOGIES INC,Pink Current,0.259700,,0,Foreign Ordinary Shares,Canada,Ontario
BYMOF,BAYERISCHE MOTORNWRKE PFD,Pink Current,106.946500,,4,Foreign Ordinary Shares,Germany,
BYNEF,BANYAN TREE HLDGS LTD ORD,Pink Current,0.012200,,0,Foreign Ordinary Shares,Singapore,
BYOC,BEYOND COMMERCE INC,Pink Current,0.000200,0.000000,42129385,Common Stock,USA,Nevada
BYOGF,BOUNTY OIL ORD,Pink Current,0.005000,,0,Foreign Ordinary Shares,Australia,
BYPLF,BODYCOTE PLC ORD,Pink Current,8.670000,,0,Foreign Ordinary Shares,United Kingdom,
BYRG,BUYER GROUP INTL INC,Pink Limited,0.003400,3.030300,993958,Common Stock,USA,Wyoming
BYROF,BYRON ENERGY LTD ORD,Pink Current,0.054000,,0,Foreign Ordinary Shares,Australia,Victoria
BYSD,BAYSIDE CORP,Pink Current,0.229500,,0,Common Stock,USA,Florida
BZAMF,BZAM LTD,OTCQX International,0.162240,1.717900,19345,Foreign Ordinary Shares,Canada,British Columbia
BZDLF,KINCORA COPPER LTD,Pink Current,0.011000,,0,Foreign Ordinary Shares,Canada,British Columbia
BZLEY,BEAZLEY PLC U/ADR,Pink Current,0.000000,,0,ADRs,Ireland,
BZLFF,BUNZL PLC NEW ORD,Pink Current,38.750000,,14,Foreign Ordinary Shares,United Kingdom,
BZLFY,BUNZL PLC S/ADR,Pink Current,37.400000,1.163100,12892,ADRs,United Kingdom,
BZLYF,BEAZLEY PLC,Pink Current,7.000000,,40,Foreign Ordinary Shares,Ireland,
BZQIF,BEZEQ ISRAEL TELECOM,Pink Limited,1.180000,,0,Foreign Ordinary Shares,Israel,
BZQIY,BEZEQ ISRAEL TELCM UN/ADR,Pink Limited,5.670000,,62,ADRs,Israel,
BZTAF,BOOZT AB,Pink Limited,10.854562,,0,Foreign Ordinary Shares,Sweden,
BZWR,BUSINESS WARRIOR CORP,Pink Current,0.003900,-7.142900,120000,Common Stock,USA,Nevada
BZYR,BURZYNSKI RESH INSTITUTE,Pink Current,0.085000,,0,Common Stock,USA,Texas
BZZUF,BUZZI UNICEM SPA ITL,Pink Limited,24.915000,,0,Foreign Ordinary Shares,Italy,
BZZUY,BUZZI SPA  UNSP/ADR,Pink Limited,12.180000,,0,ADRs,Italy,
CABGY,CARLSBERG AS SP/ADR REP B,Pink Current,30.430000,-0.360200,35453,ADRs,Denmark,
CABHF,CARLSBERG AS SHS A,Pink Limited,148.750000,,0,Foreign Ordinary Shares,,
CABJF,CARLSBURG AS B ORD,Pink Current,154.150000,-0.995500,393,Foreign Ordinary Shares,Denmark,
CABT,COASTAL BK&TR JCKSNVLE NC,Pink Current,6.400000,,0,Common Stock,USA,North Carolina
CADNF,CASCADES INC,Pink Current,8.820000,,13,Foreign Ordinary Shares,Canada,Quebec
CAEN,CALIF-ENGELS MINING CO,Pink Limited,2.650000,,0,Common Stock,USA,California
CAETF,CHINA EAST ED HLDGS LTD,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
CAFI,CONSUMER AUTOMOT FIN INC,Pink Current,0.010000,,0,Common Stock,USA,Nevada
CAFS,CAFE SERENDIPITY HLDG INC,Pink Limited,0.037000,30.281700,2350,Common Stock,USA,Nevada
CAFZF,CANAF INVTS INC,Pink Current,0.075000,,0,Foreign Ordinary Shares,Canada,British Columbia
CAHO,CARO HOLDINGS INC,Pink Current,1.000000,,0,Common Stock,United Kingdom,England
CAHPF,EVOLUTION MINING LTD ORD,Pink Current,2.250000,3.686600,6050,Foreign Ordinary Shares,Australia,New South Wales
CAIAF,CA IMMOBILIEN ANLAGEN AG,Pink Current,26.420000,,0,Foreign Ordinary Shares,Austria,
CAIB,CALIFORNIA INTL BANK,Pink Current,0.082350,,0,Common Stock,USA,California
CAIHF,CHIA TAI INTL LTD ORD,Pink Current,0.090000,,0,Foreign Ordinary Shares,,
CAIXY,CAIXABANK SA UNSP/ADR,Pink Limited,1.300000,-0.573600,23927,ADRs,Spain,
